Startup Name,Industry,Total Funding (M$),Number of Investors,Investor Reputation,Growth Rate (%),Revenue (M$),Market Size,Years Since Founded,Success Score
GreenFinanceInnovations,FinTech,151.85,3,8.93,4.04,84.74,Medium,8,1.91
HyperAINetwork,GreenTech,473.07,5,4.02,44.84,30.61,Small,20,73.86
FinAIHub,FinTech,328.3,3,8.21,30.58,10.81,Small,19,22.97
TechLabHub,EdTech,72.77,3,7.57,60.1,82.2,Large,14,80.92
FinHealthVentures,GreenTech,8.58,4,6.28,34.78,60.42,Small,1,37.78
SmartFinanceSolutions,AgriTech,230.95,8,3.5,11.58,55.41,Small,7,52.9
GreenHealthTech,Quantum Computing,347.06,1,9.19,13.06,64.34,Medium,2,57.62
FinFinanceInnovations,AgriTech,311.72,12,1.34,30.03,84.76,Medium,9,67.1
AgriAIAI,FinTech,440.55,7,6.32,18.58,4.84,Small,20,98.18
GreenGrowthHub,Quantum Computing,396.99,9,4.79,40.12,22.29,Medium,20,5.4
InnoDataTech,Autonomous Vehicles,491.13,2,3.76,77.71,28.33,Medium,12,80.23
FinConnectNetwork,AgriTech,442.71,10,2.39,47.02,25.64,Large,20,38.39
TechSphereNetwork,EdTech,289.88,4,6.51,45.74,11.68,Small,19,17.88
HyperAITech,Autonomous Vehicles,410.66,2,6.69,60.4,36.43,Large,14,6.53
HyperHealthHub,Quantum Computing,497.45,4,2.31,76.4,7.04,Medium,2,6.97
NextGrowthInc,AI,111.57,5,4.77,76.7,15.3,Medium,19,50.32
AgriFinanceTech,Healthcare,345.48,3,1.49,47.65,60.56,Small,3,7.31
QuantumCloudInc,AI,32.15,10,5.94,26.53,89.58,Small,3,39.13
InnoCloudSystems,EdTech,222.34,14,5.3,27.1,81.66,Small,13,15.39
NeuroCloudNetwork,AgriTech,484.91,15,8.58,15.03,64.85,Medium,11,80.96
NeuroDataAI,GreenTech,31.12,8,1.19,37.9,79.74,Large,1,36.07
GreenConnectInnovations,EdTech,452.69,9,4.92,32.49,34.1,Medium,17,38.34
InnoEdgeSystems,FinTech,294.97,14,9.43,25.58,89.07,Medium,14,5.22
FinLabInc,EdTech,431.56,3,7.42,18.41,72.52,Small,16,89.51
AgriEdgeInnovations,GreenTech,265.69,6,5.46,8.81,81.4,Small,1,76.11
QuantumCloudAnalytics,Autonomous Vehicles,472.38,8,3.5,77.81,84.72,Medium,3,86.86
NextConnectTech,Autonomous Vehicles,134.85,11,8.8,41.3,88.57,Small,17,34.15
TechEdgeInnovations,Autonomous Vehicles,265.85,5,7.61,13.86,2.87,Small,1,31.45
NeuroFinanceInnovations,Autonomous Vehicles,412.84,12,7.79,74.2,64.75,Small,13,29.93
TechGrowthHub,Quantum Computing,330.42,1,9.91,27.33,23.12,Large,8,87.96
GreenDataInnovations,EdTech,345.88,6,5.36,34.52,19.67,Large,2,92.65
AgriLabSystems,GreenTech,275.12,13,2.61,52.01,1.39,Medium,19,44.55
TechGrowthVentures,EdTech,208.11,5,8.64,9.01,49.19,Medium,7,94.83
NextEdgeVentures,Quantum Computing,377.59,9,7.78,58.94,62.82,Small,5,33.86
SmartHealthAI,FinTech,66.26,2,7.23,16.9,83.56,Small,4,55.58
NeuroGrowthInc,AgriTech,67.01,10,2.78,40.79,80.96,Small,1,87.04
InnoSphereSolutions,AI,23.05,1,2.32,72.44,70.25,Large,4,81.15
InnoGrowthTech,Cybersecurity,22.13,1,5.21,72.34,53.68,Large,6,28.4
HyperConnectHub,FinTech,25.93,12,9.07,31.96,97.26,Medium,10,29.94
NeuroEdgeInc,FinTech,429.08,11,3.69,7.06,27.29,Large,9,96.0
NeuroLabHub,FinTech,401.85,10,6.77,76.47,28.25,Small,7,98.39
InnoEdgeAI,GreenTech,273.05,6,3.31,61.74,52.52,Medium,20,34.27
AgriHealthVentures,Cybersecurity,209.19,4,4.77,4.25,3.92,Large,8,48.92
GreenHealthTech,GreenTech,408.99,7,2.44,52.81,3.47,Medium,11,8.48
NeuroDataAnalytics,EdTech,400.97,3,7.75,36.16,50.09,Large,14,14.61
SmartLabNetwork,Quantum Computing,330.66,5,2.9,51.16,31.45,Small,20,34.35
FinHealthSolutions,Quantum Computing,66.45,5,4.03,58.14,47.21,Large,1,96.05
GreenAIAnalytics,AgriTech,144.22,8,4.46,52.6,20.61,Medium,11,27.32
QuantumFinanceSolutions,Quantum Computing,220.97,3,4.09,28.02,34.18,Medium,8,37.0
QuantumCloudSolutions,Cybersecurity,244.8,1,4.07,44.05,80.56,Large,9,83.09
TechEdgeAI,Cybersecurity,13.45,14,1.46,70.74,20.07,Large,4,41.83
FinHealthTech,Cybersecurity,342.14,4,3.37,14.33,55.72,Small,14,33.03
NeuroEdgeAnalytics,AgriTech,487.56,13,8.32,21.29,93.82,Large,4,61.46
GreenConnectAI,AI,495.61,7,2.84,21.8,48.99,Medium,1,89.3
HyperConnectSystems,AI,123.99,6,3.75,22.53,2.46,Large,17,88.62
SmartAINetwork,Healthcare,381.38,8,3.25,10.74,51.07,Medium,7,33.55
GreenSphereNetwork,Cybersecurity,482.22,10,7.6,65.53,1.06,Large,2,58.36
AgriConnectSystems,Healthcare,484.5,3,5.32,57.82,0.66,Small,3,77.02
GreenGrowthHub,Autonomous Vehicles,153.81,11,8.64,24.88,29.0,Small,9,80.34
HyperFinanceSolutions,Autonomous Vehicles,246.14,8,2.09,54.0,44.07,Small,7,37.81
SmartDataInnovations,AI,493.38,10,9.31,69.22,82.44,Medium,17,94.67
SmartConnectHub,Autonomous Vehicles,223.44,12,3.76,5.3,32.38,Medium,4,92.4
GreenCloudNetwork,Quantum Computing,437.23,13,7.62,25.79,36.92,Small,13,50.54
TechGrowthTech,Autonomous Vehicles,479.63,13,9.13,29.88,63.32,Small,11,72.53
NextFinanceSolutions,GreenTech,202.94,7,3.61,67.96,24.36,Small,4,46.72
QuantumAIHub,EdTech,413.91,2,4.8,11.61,59.84,Large,17,87.38
NeuroLabInc,Quantum Computing,413.07,6,5.79,64.48,69.99,Medium,17,30.33
QuantumGrowthInc,EdTech,112.7,9,5.93,33.47,90.83,Medium,1,35.41
NextGrowthInnovations,Cybersecurity,99.92,1,7.09,36.92,62.62,Small,18,1.71
HyperHealthInnovations,EdTech,202.93,14,8.69,41.65,89.9,Medium,5,88.79
InnoAIAI,Autonomous Vehicles,164.93,5,2.16,43.06,30.49,Large,10,52.8
FinHealthSolutions,AI,289.15,13,5.27,27.65,33.54,Small,9,52.63
HyperFinanceInc,AgriTech,455.73,8,5.79,40.19,0.45,Large,2,58.13
FinAIAI,EdTech,455.3,6,9.54,53.27,85.46,Medium,10,74.91
FinFinanceVentures,Autonomous Vehicles,328.71,3,6.12,51.94,49.04,Medium,2,65.61
HyperHealthInc,AI,486.12,15,9.86,63.03,47.01,Small,17,64.29
NextHealthSystems,Autonomous Vehicles,490.89,8,2.89,14.01,75.3,Medium,14,1.85
NeuroGrowthTech,FinTech,337.99,12,8.3,62.79,50.97,Large,4,78.18
NextFinanceTech,AI,183.49,1,3.07,64.72,42.15,Small,13,10.45
AgriAITech,AgriTech,447.08,14,5.16,21.52,20.35,Small,9,82.41
TechHealthHub,GreenTech,231.98,8,8.63,35.83,53.07,Medium,8,87.79
QuantumDataSystems,AI,217.88,2,8.0,58.39,59.17,Large,18,19.92
GreenAIInc,AI,85.95,1,7.7,68.26,26.36,Large,10,48.75
NextDataHub,EdTech,48.56,2,6.5,21.38,71.83,Small,8,82.93
GreenHealthInc,Autonomous Vehicles,161.77,13,8.11,69.73,1.78,Small,13,49.64
FinDataNetwork,GreenTech,205.9,13,4.19,50.39,69.86,Medium,1,46.99
TechDataInnovations,Quantum Computing,8.5,8,2.71,37.05,81.55,Large,10,12.25
GreenDataSolutions,AgriTech,132.43,2,4.26,20.06,37.63,Large,20,51.69
AgriHealthTech,Healthcare,469.87,12,1.0,79.79,21.22,Small,8,69.5
NeuroAIInc,AI,296.74,3,9.97,25.34,84.33,Small,1,83.2
TechSphereTech,AI,143.46,11,8.54,59.62,73.11,Large,17,0.53
SmartLabTech,EdTech,146.12,9,5.83,66.81,46.06,Small,17,5.66
AgriDataHub,Healthcare,391.32,13,4.24,69.03,37.06,Medium,5,65.61
TechLabHub,Autonomous Vehicles,449.67,8,8.09,54.22,63.15,Small,14,17.44
InnoFinanceHub,AI,235.83,12,4.38,63.87,38.32,Small,1,88.42
FinFinanceInnovations,Healthcare,420.61,12,5.09,48.27,45.15,Medium,9,27.91
NeuroDataInnovations,AI,344.39,8,8.39,57.96,7.66,Medium,17,20.87
NextDataInc,Quantum Computing,61.61,7,6.6,67.81,87.62,Large,14,37.6
NeuroSphereNetwork,AI,214.41,12,2.02,32.72,67.29,Large,17,29.57
AgriHealthAI,GreenTech,89.47,8,2.08,10.68,92.71,Medium,10,81.07
NeuroEdgeHub,Healthcare,67.22,14,3.17,26.36,88.1,Small,13,79.99
TechEdgeHub,EdTech,118.46,9,6.57,45.24,76.11,Large,2,24.15
GreenGrowthNetwork,FinTech,91.31,11,1.28,4.6,3.91,Small,15,27.26
FinGrowthNetwork,EdTech,186.63,11,5.49,53.19,17.74,Medium,13,6.39
QuantumDataVentures,Healthcare,34.64,10,9.07,3.15,23.28,Small,6,39.98
SmartHealthHub,GreenTech,337.26,2,7.31,16.65,40.3,Medium,1,39.48
NeuroAINetwork,Cybersecurity,498.09,15,9.57,57.47,50.36,Large,6,34.97
TechAIInnovations,Cybersecurity,314.02,1,7.79,29.03,1.24,Large,17,98.82
GreenDataInc,Healthcare,436.98,11,8.33,77.86,75.41,Small,9,52.34
QuantumGrowthHub,FinTech,81.73,12,5.64,46.6,55.18,Medium,1,44.97
AgriDataSystems,Cybersecurity,301.5,9,3.74,71.52,98.99,Medium,2,73.92
SmartConnectSystems,EdTech,90.1,2,7.17,42.75,77.88,Medium,6,52.51
AgriHealthVentures,GreenTech,395.06,8,1.25,33.83,69.66,Small,12,19.62
GreenSphereInnovations,EdTech,31.48,12,7.24,78.39,91.59,Small,2,2.3
TechDataAnalytics,Quantum Computing,333.78,5,2.87,53.44,91.76,Large,2,93.03
SmartCloudAI,Autonomous Vehicles,195.42,5,3.24,32.57,37.01,Medium,3,34.4
NextSphereAnalytics,Healthcare,216.95,6,7.59,24.56,77.18,Large,18,50.19
NextCloudSystems,EdTech,310.76,3,9.21,52.48,55.43,Medium,1,19.63
AgriCloudHub,Autonomous Vehicles,267.14,5,2.25,53.72,77.05,Large,13,96.58
AgriGrowthSystems,Cybersecurity,406.38,3,1.98,22.7,12.29,Medium,1,29.92
TechHealthAnalytics,AI,251.56,11,2.15,19.77,0.69,Small,11,21.98
SmartHealthInc,Cybersecurity,406.66,3,9.22,33.11,92.46,Large,13,21.89
NeuroCloudSolutions,Cybersecurity,59.74,10,8.35,35.14,70.99,Small,6,62.03
QuantumAINetwork,Cybersecurity,93.76,11,7.09,29.09,11.34,Large,1,71.61
NeuroEdgeInnovations,Quantum Computing,171.12,14,1.98,7.1,98.22,Small,11,82.73
InnoSphereHub,AI,472.72,14,6.19,57.02,24.74,Small,12,20.9
InnoCloudAnalytics,AgriTech,83.59,12,6.45,14.92,50.52,Medium,15,97.31
QuantumAISolutions,FinTech,200.25,12,8.51,6.18,74.02,Large,8,10.6
AgriFinanceAnalytics,Quantum Computing,396.36,11,1.98,42.7,47.55,Large,17,60.82
FinSphereSolutions,Healthcare,155.81,4,4.04,41.28,91.64,Medium,19,55.73
InnoDataVentures,Cybersecurity,221.13,10,7.0,68.07,76.33,Small,20,81.36
InnoDataAI,GreenTech,314.43,5,1.92,63.76,69.5,Small,9,47.49
SmartLabNetwork,AgriTech,5.47,15,4.41,64.45,11.23,Medium,5,10.1
SmartSphereSystems,FinTech,269.95,2,9.89,20.23,94.12,Medium,11,1.67
AgriGrowthHub,AI,315.38,5,6.04,13.8,61.26,Medium,2,31.35
NeuroLabInc,Healthcare,27.46,9,2.45,38.76,29.29,Small,4,72.35
FinLabVentures,EdTech,170.64,7,6.49,72.05,89.4,Medium,3,26.83
InnoEdgeNetwork,Cybersecurity,479.61,7,5.92,63.04,14.33,Medium,14,34.26
GreenAISystems,GreenTech,393.47,1,7.93,6.76,57.97,Medium,17,73.66
HyperFinanceTech,AI,50.73,10,6.32,15.72,55.18,Medium,10,6.59
HyperLabSolutions,AgriTech,31.1,1,9.86,63.62,75.48,Large,15,17.83
InnoGrowthVentures,AI,448.75,9,3.76,14.54,42.81,Small,4,28.31
TechCloudTech,Quantum Computing,264.76,14,6.23,76.97,68.77,Small,10,16.79
GreenDataAnalytics,Healthcare,262.8,5,8.4,65.11,16.99,Small,20,31.13
NeuroHealthSystems,EdTech,280.88,7,3.42,44.9,10.86,Large,5,93.87
QuantumFinanceSystems,Healthcare,283.11,9,3.19,21.63,21.31,Large,14,40.87
InnoSphereInnovations,EdTech,148.58,5,3.77,3.53,85.0,Medium,10,91.35
AgriAIHub,Healthcare,476.0,15,1.57,52.92,60.12,Small,5,55.55
NextEdgeAI,Quantum Computing,431.75,7,6.29,71.06,54.2,Small,12,66.27
QuantumHealthAnalytics,AI,328.53,1,9.6,33.51,26.51,Small,6,97.79
FinAITech,EdTech,233.46,4,8.18,73.06,84.43,Medium,19,92.05
NeuroFinanceNetwork,EdTech,165.94,2,1.61,34.12,4.75,Large,11,83.22
QuantumDataSolutions,Autonomous Vehicles,180.23,15,6.34,32.59,66.6,Large,14,54.05
TechGrowthInc,Autonomous Vehicles,300.8,3,4.3,54.01,13.15,Small,7,46.23
NeuroHealthSystems,EdTech,413.29,1,2.29,55.32,86.93,Medium,11,47.79
QuantumEdgeSystems,AI,357.69,14,7.65,51.57,62.61,Small,4,97.09
QuantumGrowthSystems,GreenTech,86.78,12,2.28,17.49,48.06,Medium,6,66.06
GreenLabHub,FinTech,40.22,11,4.61,46.72,59.95,Large,10,61.78
FinGrowthInnovations,FinTech,420.26,4,1.17,31.41,17.36,Medium,10,48.31
InnoSphereNetwork,Healthcare,451.43,4,4.04,44.0,56.25,Large,18,69.86
QuantumHealthVentures,Healthcare,313.52,2,8.19,14.76,32.36,Medium,4,68.86
GreenLabVentures,EdTech,333.41,9,6.52,51.22,25.86,Large,6,76.2
QuantumFinanceInc,Quantum Computing,337.3,8,3.33,2.58,87.77,Small,6,77.28
InnoAINetwork,GreenTech,260.47,11,4.08,77.8,62.39,Small,6,80.35
FinGrowthSystems,FinTech,335.18,2,9.11,43.51,57.43,Small,11,0.66
NeuroCloudAI,EdTech,229.16,2,3.88,5.34,99.37,Medium,12,96.7
FinFinanceSystems,EdTech,378.26,6,6.81,44.09,38.32,Medium,8,78.37
HyperSphereAnalytics,AgriTech,397.44,11,9.4,21.41,94.76,Small,15,22.92
HyperHealthNetwork,Quantum Computing,310.23,4,6.89,24.62,78.36,Medium,1,12.7
InnoGrowthAnalytics,AgriTech,471.15,11,5.03,15.19,86.7,Large,3,60.06
SmartFinanceSystems,Autonomous Vehicles,231.64,12,4.97,5.13,31.02,Small,4,35.87
FinSphereVentures,Cybersecurity,405.79,12,1.9,74.18,33.69,Medium,20,11.16
FinCloudInnovations,AI,487.45,15,6.84,6.53,34.73,Medium,19,12.01
SmartEdgeTech,AgriTech,11.59,3,6.74,28.85,92.48,Large,17,92.75
FinHealthVentures,FinTech,437.68,1,5.02,40.36,1.32,Large,3,86.85
TechCloudAnalytics,AI,223.84,9,7.07,41.94,39.17,Medium,12,2.81
TechFinanceAnalytics,Cybersecurity,148.82,1,8.12,41.27,11.47,Small,2,66.2
QuantumDataInnovations,Healthcare,34.24,1,9.33,34.08,60.8,Medium,17,10.2
FinSphereInc,EdTech,118.97,1,5.65,76.11,95.31,Large,6,39.5
TechDataInc,AgriTech,5.68,2,7.51,14.54,35.02,Large,7,77.11
QuantumConnectTech,Quantum Computing,242.25,5,9.66,43.93,2.15,Large,3,44.21
AgriDataHub,Healthcare,118.17,1,3.12,75.32,40.63,Large,19,63.81
QuantumFinanceNetwork,FinTech,303.43,11,1.44,0.4,54.63,Medium,4,74.3
QuantumDataNetwork,Autonomous Vehicles,326.85,3,5.5,32.6,83.09,Large,18,94.0
QuantumDataVentures,AI,233.63,14,4.7,47.28,45.15,Medium,9,14.21
HyperConnectVentures,AgriTech,140.65,6,6.78,72.64,91.03,Small,2,44.91
GreenEdgeNetwork,Healthcare,84.39,12,5.04,11.55,72.65,Small,1,24.04
AgriSphereAnalytics,EdTech,179.64,13,9.76,9.03,46.73,Small,4,46.77
FinDataAnalytics,GreenTech,421.73,11,6.48,74.71,37.15,Small,9,2.0
GreenGrowthHub,AgriTech,210.96,8,1.73,3.35,7.44,Small,2,85.37
NeuroCloudNetwork,Cybersecurity,462.6,10,5.27,44.78,55.5,Large,15,80.6
AgriHealthTech,Quantum Computing,297.04,9,3.09,78.71,56.77,Medium,10,72.79
InnoConnectAI,FinTech,446.32,3,4.57,63.62,68.2,Small,1,53.83
NextLabAI,Cybersecurity,283.45,6,7.64,25.98,52.33,Large,2,12.76
TechConnectSolutions,Healthcare,315.35,13,9.36,74.21,98.76,Large,2,92.11
AgriCloudNetwork,Quantum Computing,267.68,2,2.18,11.87,93.05,Medium,5,9.34
SmartDataAI,FinTech,215.29,10,7.3,72.61,17.63,Large,17,48.17
TechLabAI,Autonomous Vehicles,270.71,4,3.62,29.49,60.35,Large,12,58.34
SmartSphereInc,GreenTech,234.33,1,4.03,53.97,89.84,Large,7,39.73
HyperSphereAnalytics,Cybersecurity,59.9,13,9.85,3.66,22.63,Small,20,59.41
HyperAIHub,FinTech,367.41,1,2.95,70.9,75.63,Large,6,72.35
FinGrowthTech,GreenTech,387.42,1,6.85,40.73,83.73,Small,4,78.88
FinGrowthSystems,AI,467.31,14,2.87,59.81,31.1,Small,12,16.41
HyperSphereSystems,EdTech,3.78,10,7.53,65.08,28.09,Small,13,24.59
NeuroDataSolutions,AI,19.21,10,5.4,14.91,74.53,Large,5,11.56
QuantumGrowthNetwork,GreenTech,365.04,1,7.37,77.89,25.05,Medium,7,61.24
FinSphereHub,GreenTech,192.12,2,9.17,70.34,50.95,Medium,13,69.42
NeuroEdgeAnalytics,Healthcare,101.98,8,5.86,9.73,50.05,Medium,14,28.02
NextSphereInc,GreenTech,313.25,7,1.12,21.44,40.64,Large,13,73.79
FinCloudInc,Autonomous Vehicles,286.07,6,6.55,18.57,55.13,Large,10,51.17
AgriLabTech,AI,141.43,2,9.36,41.36,47.06,Small,14,80.93
NextAISystems,Quantum Computing,333.51,2,3.94,56.45,52.96,Small,9,6.02
NeuroSphereSystems,AgriTech,351.41,8,2.26,68.2,80.17,Medium,20,49.6
QuantumHealthAI,Healthcare,414.07,11,1.33,36.04,31.1,Medium,19,90.74
NextConnectAnalytics,GreenTech,249.34,7,9.61,78.74,36.5,Small,17,44.41
AgriAIAnalytics,Autonomous Vehicles,266.85,6,7.07,11.57,82.63,Small,4,87.68
NextSphereAnalytics,Quantum Computing,490.52,4,3.15,30.12,40.61,Medium,16,46.07
NextSphereAnalytics,EdTech,122.53,4,9.91,78.35,27.34,Large,6,85.47
FinLabInnovations,Cybersecurity,486.04,14,8.82,21.93,23.56,Small,3,45.85
FinSphereSystems,AI,310.28,3,8.35,30.81,67.21,Small,20,27.85
QuantumCloudNetwork,AI,361.47,1,1.7,17.12,51.72,Large,1,44.87
SmartCloudSystems,FinTech,306.19,8,1.58,5.95,86.69,Small,8,72.48
InnoConnectHub,Cybersecurity,57.5,11,2.47,31.63,37.57,Large,12,96.73
NextAIVentures,Healthcare,232.2,10,1.11,8.06,45.04,Small,15,76.0
NextAITech,Cybersecurity,305.83,14,2.8,29.12,80.37,Small,5,58.89
AgriGrowthSolutions,Healthcare,131.71,12,9.14,62.22,40.09,Large,13,32.18
InnoConnectNetwork,FinTech,40.73,13,7.75,33.04,97.54,Large,1,78.26
AgriDataSystems,Healthcare,85.53,7,2.14,60.19,93.59,Small,11,29.88
NeuroSphereAnalytics,Autonomous Vehicles,319.59,4,2.0,5.62,88.42,Medium,3,42.69
TechDataAI,Cybersecurity,33.36,12,8.58,65.55,40.37,Small,16,55.7
SmartCloudAI,Quantum Computing,377.98,12,2.77,14.11,90.23,Medium,6,52.22
FinSphereSolutions,Quantum Computing,364.89,5,9.21,30.46,52.83,Medium,8,98.14
NeuroConnectInnovations,Quantum Computing,425.79,1,1.73,48.68,18.06,Medium,12,75.09
FinConnectNetwork,AI,236.61,14,3.78,64.35,63.28,Small,18,84.71
TechSphereHub,GreenTech,305.9,5,1.37,42.87,25.22,Large,13,75.0
HyperGrowthAnalytics,GreenTech,454.76,10,6.61,24.65,46.25,Medium,10,36.08
HyperConnectVentures,Cybersecurity,173.66,7,9.68,43.89,27.73,Small,19,34.12
GreenEdgeNetwork,GreenTech,416.05,7,1.0,46.43,37.71,Large,5,90.24
SmartLabInc,Autonomous Vehicles,486.05,8,2.56,18.85,25.61,Medium,20,34.67
NextConnectAnalytics,GreenTech,39.45,5,5.57,67.83,15.24,Small,14,73.39
NeuroSphereHub,Cybersecurity,126.62,1,2.87,43.63,92.76,Small,17,39.29
FinGrowthAnalytics,EdTech,319.15,14,1.14,28.12,59.9,Medium,10,79.4
TechConnectHub,AI,189.13,11,7.25,52.26,73.54,Large,2,66.82
NextConnectNetwork,Autonomous Vehicles,242.76,15,2.19,0.63,2.77,Large,2,62.41
FinFinanceAI,AI,238.4,11,9.09,57.82,85.38,Small,13,12.87
FinSphereInnovations,Autonomous Vehicles,31.33,6,3.94,51.71,13.9,Large,11,9.78
SmartConnectSystems,AgriTech,499.81,7,1.16,60.64,98.29,Medium,3,7.93
FinGrowthTech,Quantum Computing,178.81,14,1.19,63.79,41.56,Medium,1,82.74
AgriAIAnalytics,EdTech,417.06,9,7.33,28.56,19.71,Large,11,71.47
AgriSphereTech,Quantum Computing,477.16,2,6.88,17.13,18.5,Medium,7,73.04
NextGrowthHub,FinTech,379.89,7,3.56,8.68,36.87,Medium,20,84.19
InnoSphereAI,FinTech,325.02,9,7.48,32.3,35.0,Medium,1,36.51
AgriDataNetwork,AgriTech,79.25,8,4.19,55.04,25.99,Medium,13,92.29
NextConnectHub,FinTech,215.12,4,1.97,42.02,69.0,Large,1,47.1
InnoGrowthNetwork,AgriTech,400.67,3,8.56,58.5,14.97,Small,18,24.31
FinCloudTech,Cybersecurity,368.95,10,5.68,1.68,35.36,Medium,19,38.64
SmartDataAnalytics,Quantum Computing,244.05,6,4.04,69.17,35.93,Medium,15,64.28
QuantumConnectAnalytics,Cybersecurity,454.24,15,1.25,17.02,97.51,Medium,18,54.43
NextCloudAnalytics,Quantum Computing,52.2,2,8.22,20.52,59.16,Small,19,39.71
InnoCloudSolutions,Quantum Computing,208.13,15,3.0,7.99,24.24,Large,12,11.54
GreenFinanceInnovations,GreenTech,25.96,4,6.74,34.83,30.68,Small,12,73.11
GreenEdgeVentures,Healthcare,80.25,8,3.77,77.18,70.53,Medium,11,34.49
QuantumEdgeInnovations,Cybersecurity,309.09,2,3.42,36.89,98.04,Large,2,74.43
NeuroSphereNetwork,Cybersecurity,107.94,8,7.09,53.99,73.58,Medium,1,46.24
SmartHealthSolutions,Healthcare,22.17,5,6.63,56.41,3.9,Large,2,89.19
FinDataHub,Healthcare,227.09,11,2.57,43.57,35.43,Large,6,85.72
InnoSphereAI,Autonomous Vehicles,92.25,15,7.2,50.54,34.74,Medium,2,59.8
NextGrowthInc,EdTech,262.16,3,8.99,74.27,67.84,Small,10,79.8
SmartEdgeAnalytics,EdTech,35.87,9,3.46,28.44,44.65,Large,4,85.81
NextHealthTech,AgriTech,397.07,14,9.1,61.59,39.3,Small,12,57.81
AgriDataAnalytics,Healthcare,65.9,5,9.47,52.74,48.45,Medium,17,28.33
TechDataHub,EdTech,414.09,5,5.35,8.96,59.56,Small,17,32.13
InnoGrowthTech,GreenTech,106.02,2,5.15,56.12,31.28,Small,13,67.65
HyperFinanceVentures,Quantum Computing,45.57,14,9.44,11.68,41.49,Large,3,70.73
FinFinanceSolutions,Autonomous Vehicles,191.59,1,3.61,9.8,52.06,Large,5,73.82
NeuroDataSolutions,Autonomous Vehicles,154.18,15,8.21,23.45,31.71,Small,1,17.97
NeuroDataInnovations,FinTech,170.39,6,3.98,18.6,85.73,Medium,17,97.58
AgriCloudNetwork,Quantum Computing,65.41,9,3.17,38.58,12.01,Large,18,64.29
QuantumFinanceAnalytics,Quantum Computing,415.95,15,9.32,28.02,55.39,Medium,14,3.76
TechLabSystems,Cybersecurity,270.57,12,1.75,71.39,22.51,Medium,16,70.26
NextGrowthAnalytics,Quantum Computing,358.46,10,5.4,5.67,10.84,Medium,6,10.64
InnoEdgeInc,FinTech,155.83,14,6.54,28.33,84.3,Large,7,65.48
NeuroFinanceVentures,EdTech,4.83,11,3.11,9.4,64.9,Medium,8,28.35
TechDataAI,Quantum Computing,88.97,3,9.39,44.89,18.36,Small,4,64.33
InnoFinanceSystems,AI,477.22,9,5.21,6.17,0.5,Large,1,19.01
NextEdgeHub,FinTech,152.61,9,1.67,57.36,48.9,Small,12,19.31
AgriCloudInc,GreenTech,460.6,14,3.9,53.34,21.31,Medium,12,19.56
TechGrowthTech,FinTech,247.94,8,5.14,17.14,82.9,Medium,10,11.38
QuantumLabInnovations,EdTech,99.0,15,2.76,60.13,29.46,Medium,6,88.51
AgriDataTech,FinTech,67.37,14,6.21,5.96,13.77,Large,7,37.31
HyperHealthSolutions,Autonomous Vehicles,305.2,2,9.39,35.9,43.68,Small,10,96.01
NeuroEdgeVentures,Quantum Computing,423.24,12,5.53,71.19,79.88,Large,17,32.34
QuantumConnectInc,EdTech,42.28,13,4.97,75.15,74.23,Small,19,5.42
InnoAITech,Healthcare,34.16,5,4.66,12.06,10.18,Medium,7,15.51
InnoAIHub,GreenTech,194.39,4,5.47,47.01,37.89,Large,12,47.99
NextGrowthInnovations,Cybersecurity,456.88,3,3.22,25.12,79.08,Small,10,98.88
QuantumSphereSolutions,AgriTech,276.58,7,4.85,72.52,20.43,Large,18,23.76
HyperEdgeTech,EdTech,410.11,10,4.56,42.85,79.18,Medium,16,94.17
SmartLabVentures,Quantum Computing,399.41,11,6.51,36.6,47.69,Large,6,7.33
GreenCloudAnalytics,EdTech,356.63,9,9.12,9.56,37.27,Small,12,23.8
QuantumAIAI,Healthcare,5.72,2,8.21,4.3,21.05,Large,18,79.45
NeuroGrowthNetwork,AgriTech,361.36,14,1.39,75.43,79.08,Large,1,47.08
TechEdgeInc,GreenTech,291.97,9,7.15,62.85,95.91,Medium,13,87.85
NeuroEdgeInc,Healthcare,411.3,7,1.71,71.14,97.01,Large,15,8.03
HyperGrowthInc,AI,178.56,14,9.18,71.24,7.15,Medium,11,67.88
TechCloudNetwork,Autonomous Vehicles,236.09,14,3.78,62.31,85.24,Large,16,1.08
InnoHealthTech,Quantum Computing,61.34,13,5.71,52.98,3.62,Small,2,69.02
TechHealthSolutions,Cybersecurity,86.29,1,5.52,8.04,78.07,Large,8,45.12
QuantumAITech,Autonomous Vehicles,331.91,1,5.33,70.99,27.57,Small,13,96.51
NeuroHealthVentures,Cybersecurity,485.72,9,3.58,52.41,88.72,Large,4,21.12
HyperAINetwork,AI,324.67,3,5.32,75.87,28.29,Small,12,51.04
AgriSphereVentures,EdTech,376.3,1,6.76,19.89,28.84,Medium,15,46.73
FinLabTech,AI,393.98,13,7.92,17.42,95.4,Large,12,22.81
GreenDataSolutions,Autonomous Vehicles,483.09,11,5.26,75.56,79.98,Small,9,47.31
QuantumDataHub,Autonomous Vehicles,136.79,4,9.8,10.99,82.64,Medium,10,50.16
InnoAIInc,Autonomous Vehicles,134.08,12,3.75,73.46,2.19,Large,4,77.77
NeuroGrowthNetwork,AgriTech,303.53,4,4.36,47.3,21.14,Small,14,55.98
SmartCloudNetwork,EdTech,13.84,14,9.47,26.77,43.41,Small,20,39.18
